Unique_ID,Email,Date,Time_taken,Time_spent,CURRENT_ROLE,Switched_career?,current_annual_salary,current_Industry,Fav_prog_lang,salary_happy_rating,worklifebal_rating,cowerk_rating,mngmt_rating,growth_rating,learning_rating,difficulty,job_priority,gender,age,home_country,Education,Ethnicity,max_salary,min_salary,avg_salary
62a33ce918134ddc75ce8c30,anonymous,2022-06-10,08:45:00,00:01:29,"Data Analyst",Yes,66000-85000,Logistics,Python,10,10,8,8,8,10,"Neither easy nor difficult","Remote Work",Male,37,Canada,,"White or Caucasian",85000,66000,75500
62a33cf30a77c1a77f65baa2,anonymous,2022-06-10,08:45:00,00:02:31,"Data Analyst",Yes,0-40000,Igaming,Python,3,8,10,10,7,8,"Neither easy nor difficult","Better Salary",Male,32,Serbia,,"White or Caucasian",40000,0,20000
62a33d15f408bae018ed370d,anonymous,2022-06-10,08:46:00,00:03:20,"Data Analyst",Yes,0-40000,Tech,R,1,10,9,9,5,10,"Neither easy nor difficult","Better Salary",Male,34,Argentina,,"Latino with Italian roots",40000,0,20000
62a33d1ebae91e4b8b82e707,anonymous,2022-06-10,08:46:00,00:00:55,"Data Scientist",Yes,0-40000,Education,Python,3,10,10,6,7,8,Easy,"Good Work/Life Balance",Male,30,"United Kingdom",,"White or Caucasian",40000,0,20000
62a33d4624a26260273824c4,anonymous,2022-06-10,08:47:00,00:01:24,"Data Analyst",No,41000-65000,Construction,R,4,5,5,5,4,5,"Neither easy nor difficult","Good Culture",Male,31,"United States",,"White or Caucasian",65000,41000,53000
62a33d5c0f8c8599d5af107c,anonymous,2022-06-10,08:47:00,00:00:47,"Data Analyst",Yes,41000-65000,Finance,Python,4,10,7,7,7,5,Difficult,"Good Culture",Male,29,"United States",,"White or Caucasian",65000,41000,53000
62a33d850f8c8599d5af10cb,anonymous,2022-06-10,08:48:00,00:01:06,"Data Analyst",Yes,0-40000,Tech,Python,1,2,4,2,2,2,"Neither easy nor difficult","Better Salary",Male,22,Nigeria,,Black,40000,0,20000
62a33d9bf8f7561645852496,anonymous,2022-06-10,08:48:00,00:01:04,Student/Looking/None,Yes,0-40000,Retail,Python,1,3,2,2,4,1,Difficult,"Better Salary",Male,23,"United States",,Black,40000,0,20000
62a33dbdd8c00e9f5419cd65,anonymous,2022-06-10,08:49:00,00:01:05,Student/Looking/None,No,41000-65000,Tech,R,7,8,8,6,8,3,"Very Difficult","Better Salary",Female,26,Canada,,"Asian or Asian American",65000,41000,53000
62a33de124a26260273826b2,anonymous,2022-06-10,08:49:00,00:01:21,"Data Analyst",No,0-40000,Aviation,Python,1,1,1,1,2,0,"Very Difficult","Better Salary",Male,28,Nigeria,,Black,40000,0,20000
62a33dedd8c00e9f5419ce2b,anonymous,2022-06-10,08:49:00,00:01:23,"Data Analyst",Yes,41000-65000,Finance,Python,5,5,5,5,5,5,Easy,"Remote Work",Male,29,Kenya,,Black,65000,41000,53000
62a33dfbd8c00e9f5419ceda,anonymous,2022-06-10,08:50:00,00:01:35,"Data Analyst",Yes,106000-125000,Tech,SQL,10,5,10,6,10,10,"Neither easy nor difficult","Remote Work",Female,31,"United States",,"White or Caucasian",125000,106000,115500
62a33e38f3072dd8926221d3,anonymous,2022-06-10,08:51:00,00:01:25,"Data Analyst",Yes,0-40000,Healthcare,Python,5,6,8,8,7,1,"Neither easy nor difficult","Remote Work",Male,28,Azerbaijan,,"White or Caucasian",40000,0,20000
62a33e54d8c00e9f5419cfe9,anonymous,2022-06-10,08:51:00,00:01:47,"Data Analyst",No,0-40000,Finance,Python,4,4,4,4,4,4,"Neither easy nor difficult","Better Salary",Male,32,Argentina,,"Hispanic or Latino",40000,0,20000
62a33e62575fa3a5ae88aabf,anonymous,2022-06-10,08:51:00,00:02:14,"Data Analyst",No,0-40000,Tech,Python,7,8,8,8,3,8,Easy,"Better Salary",Male,24,Sudan,,Black,40000,0,20000
62a33e63cec54911e9ca4f99,anonymous,2022-06-10,08:51:00,00:02:21,"Data Analyst",No,0-40000,Tech,Python,4,6,6,6,7,7,Easy,"Good Work/Life Balance",Male,31,India,,"Asian or Asian American",40000,0,20000
62a33e72bae91e4b8b82ea1a,anonymous,2022-06-10,08:52:00,00:02:07,"Data Analyst",No,66000-85000,Insurance,SQL,7,10,5,5,5,2,Difficult,"Other (Please Specify):Responsibilities",Male,23,"United States",,"White or Caucasian",85000,66000,75500
62a33e890f8c8599d5af13b9,anonymous,2022-06-10,08:52:00,00:01:20,"Data Analyst",Yes,106000-125000,Energy,Python,1,6,9,1,0,2,Difficult,"Remote Work",Female,33,"United States",,"Asian or Asian American",125000,106000,115500
62a33e8bf8d5efcc22f7c79a,anonymous,2022-06-10,08:52:00,00:01:34,"Data Analyst",No,86000-105000,Healthcare,"Qlik sense script",6,7,7,7,7,4,"Very Easy","Better Salary",Male,43,"United States",,"White or Caucasian",105000,86000,95500
62a33e90cec54911e9ca5031,anonymous,2022-06-10,08:52:00,00:01:34,Student/Looking/None,Yes,0-40000,"Oil and gas",R,0,0,5,0,0,0,"Very Difficult","Remote Work",Female,23,Nigeria,,African,40000,0,20000
62a33e9df8f756164585277b,anonymous,2022-06-10,08:52:00,00:01:47,Student/Looking/None,Yes,41000-65000,Finance,Python,10,7,10,10,5,3,"Very Difficult","Good Work/Life Balance",Male,31,"United States",,Black,65000,41000,53000
62a33eb6bc6861bf3176c5a3,anonymous,2022-06-10,08:53:00,00:01:38,"Data Analyst",Yes,66000-85000,Finance,Python,5,6,7,5,4,4,"Neither easy nor difficult","Other (Please Specify):Development",Male,31,"United Kingdom",,"White or Caucasian",85000,66000,75500
62a33ee0bae91e4b8b82eaec,anonymous,2022-06-10,08:53:00,00:03:30,"Data Analyst",Yes,0-40000,"Other (Please Specify)",Python,8,7,8,7,7,7,Difficult,"Good Work/Life Balance",Male,25,India,,"Asian or Asian American",40000,0,20000
62a33ee80f8c8599d5af14b7,anonymous,2022-06-10,08:54:00,00:01:37,"Data Engineer",No,125000-150000,Tech,SQL,8,10,10,9,9,9,Easy,"Better Salary",Male,43,"United States",,"White or Caucasian",150000,125000,137500
62a33efe0a77c1a77f65bf1e,anonymous,2022-06-10,08:54:00,00:02:08,"Data Analyst",No,41000-65000,Finance,Python,2,3,5,5,5,5,Difficult,"Better Salary",Female,26,Canada,,"South Asian",65000,41000,53000
62a33f0ef408bae018ed3aeb,anonymous,2022-06-10,08:54:00,00:03:54,"FP&A Analyst",No,41000-65000,Automotive,Python,5,10,8,8,8,7,"Neither easy nor difficult","Remote Work",Male,32,Japan,,"White or Caucasian",65000,41000,53000
62a33f17f8f7561645852867,anonymous,2022-06-10,08:54:00,00:02:28,"BI Developer",No,0-40000,Tech,Python,2,9,7,7,5,6,Difficult,"Better Salary",Male,31,Greece,,"White or Caucasian",40000,0,20000
62a33f52bc6861bf3176c72c,anonymous,2022-06-10,08:55:00,00:01:33,"Data Analyst",Yes,86000-105000,Healthcare,SQL,3,5,6,4,4,5,"Neither easy nor difficult","Better Salary",Male,29,"United States",,"White or Caucasian",105000,86000,95500
62a33f56cf255543173005e9,anonymous,2022-06-10,08:55:00,00:00:56,"Data Analyst",Yes,0-40000,Automotive,Python,3,1,3,2,3,1,"Neither easy nor difficult","Good Culture",Male,24,Peru,,"Hispanic or Latino",40000,0,20000
62a33f5a5d257a28a30d7bb5,anonymous,2022-06-10,08:55:00,00:02:38,Student/Looking/None,Yes,41000-65000,Construction,Python,2,0,2,2,0,0,"Very Difficult","Remote Work",Male,34,"United States",,"White or Caucasian",65000,41000,53000
62a33fa5cec54911e9ca51f1,anonymous,2022-06-10,08:57:00,00:01:52,"Data Analyst",Yes,41000-65000,Utilities,"Power bi",5,6,6,5,4,6,"Very Difficult","Better Salary",Male,42,Australia,,Indian,65000,41000,53000
62a33fcb575fa3a5ae88ad59,anonymous,2022-06-10,08:57:00,00:02:03,Student/Looking/None,Yes,0-40000,"Not working yet",JavaScript,0,0,0,0,0,0,Difficult,"Remote Work",Female,40,"United States",,"Asian or Asian American",40000,0,20000
62a33fcf18134ddc75ce91c3,anonymous,2022-06-10,08:57:00,00:02:32,Student/Looking/None,No,41000-65000,Telecommunication,Python,3,1,3,4,0,3,Easy,"Good Work/Life Balance",Male,43,Spain,,"White or Caucasian",65000,41000,53000
62a34006d8c00e9f5419d341,anonymous,2022-06-10,08:58:00,00:02:39,Student/Looking/None,Yes,0-40000,Construction,Python,0,0,0,0,0,0,"Very Difficult","Better Salary",Male,23,Kenya,,"Kenyan African",40000,0,20000
62a34020575fa3a5ae88ade0,anonymous,2022-06-10,08:59:00,00:01:11,Student/Looking/None,Yes,0-40000,Education,Python,5,5,3,5,2,6,Difficult,"Better Salary",Male,23,Japan,,"Asian or Asian American",40000,0,20000
62a34038b4da29969c62eafe,anonymous,2022-06-10,08:59:00,00:03:55,"Data Analyst",Yes,86000-105000,Manufa,Python,8,6,2,3,6,7,"Neither easy nor difficult","Other (Please Specify):Strong organizational data strategy, high-performing team",Male,28,"United States",,"White or Caucasian",105000,86000,95500
62a3406b575fa3a5ae88ae78,anonymous,2022-06-10,09:00:00,00:01:25,"Data Analyst",No,66000-85000,Finance,SQL,5,7,1,1,0,8,"Neither easy nor difficult","Better Salary",Male,32,"United States",,"White or Caucasian",85000,66000,75500
62a340cab4da29969c62ec01,anonymous,2022-06-10,09:02:00,00:02:47,"Data Analyst",Yes,66000-85000,"Manufacturing (Chemicals)",R,7,8,10,8,9,9,Difficult,"Remote Work",Female,41,"United States",,"White or Caucasian",85000,66000,75500
62a340d62e54c9003e5324b4,anonymous,2022-06-10,09:02:00,00:00:56,"Data Analyst",Yes,41000-65000,Finance,Python,5,6,6,6,6,6,"Neither easy nor difficult","Remote Work",Male,33,"United Kingdom","High School","White or Caucasian",65000,41000,53000
62a340e10a77c1a77f65c2e7,anonymous,2022-06-10,09:02:00,00:01:57,"Business Intelligence",Yes,150000-225000,Tech,Python,10,8,9,8,8,10,Easy,"Good Work/Life Balance",Male,38,"United States",,"Hispanic or Latino",225000,150000,187500
62a340f5bc6861bf3176caa4,anonymous,2022-06-10,09:02:00,00:02:32,"Data Analyst",No,0-40000,Tech,SQL,8,8,8,8,5,10,Easy,"Better Salary",Female,22,India,,Indian,40000,0,20000
62a34117cec54911e9ca54e7,anonymous,2022-06-10,09:03:00,00:01:59,Student/Looking/None,Yes,0-40000,"Currently studying . Previously worked in Power Generation",R,1,3,6,6,6,9,Difficult,"Remote Work",Male,36,Barbados,Bachelors,Black,40000,0,20000
62a3413a5d257a28a30d8074,anonymous,2022-06-10,09:03:00,00:01:18,"Data Engineer",No,66000-85000,Finance,Python,2,1,1,1,3,7,Easy,"Remote Work",Female,28,"United States",Masters,"Asian or Asian American",85000,66000,75500
62a341b0f8f7561645852d1d,anonymous,2022-06-10,09:05:00,00:01:44,"Data Analyst",Yes,66000-85000,Tech,Python,6,6,6,6,5,6,Difficult,"Other (Please Specify):Currently very happy with where I am.",Female,24,"United States",,"Hispanic or Latino",85000,66000,75500
62a341e8f8d5efcc22f7d002,anonymous,2022-06-10,09:06:00,00:01:58,"Business Analyst",No,41000-65000,"Third Party Logistics",C/C++,3,6,7,7,0,3,"Very Difficult","Better Salary",Male,29,"United States",Bachelors,"White or Caucasian",65000,41000,53000
62a34210cf25554317300c02,anonymous,2022-06-10,09:07:00,00:02:15,"Data Analyst",No,0-40000,Tech,Python,4,9,10,9,9,10,Easy,"Better Salary",Male,29,Colombia,Bachelors,"Hispanic or Latino",40000,0,20000
62a3424eb4da29969c62eedd,anonymous,2022-06-10,09:08:00,00:02:04,"Business Analyst",Yes,41000-65000,Automotive,Python,6,8,8,7,9,7,"Neither easy nor difficult","Good Work/Life Balance",Male,38,Germany,Associates,"White or Caucasian",65000,41000,53000
62a34256bae91e4b8b82f16d,anonymous,2022-06-10,09:08:00,00:01:46,"Data Analyst",Yes,0-40000,Finance,"I don’t know any",3,5,4,3,3,3,Difficult,"Good Work/Life Balance",Male,31,Bulgaria,Masters,"White or Caucasian",40000,0,20000
62a3426cf408bae018ed409b,anonymous,2022-06-10,09:09:00,00:01:33,Student/Looking/None,No,0-40000,Tech,Python,1,4,5,5,1,1,Difficult,"Better Salary",Male,25,"United States",Masters,"White or Caucasian",40000,0,20000
62a34272f8d5efcc22f7d15f,anonymous,2022-06-10,09:09:00,00:01:09,"Data Analyst",No,66000-85000,Telecommunication,Python,4,6,4,5,4,4,"Neither easy nor difficult","Better Salary",Male,24,"United States",Masters,"White or Caucasian",85000,66000,75500
62a34340bc6861bf3176d05b,anonymous,2022-06-10,09:12:00,00:04:03,"Business Intelligence",Yes,41000-65000,Tech,Python,6,7,4,3,9,8,Difficult,"Better Salary",Male,28,Turkey,Masters,"White or Caucasian",65000,41000,53000
62a34383b4da29969c62f1be,anonymous,2022-06-10,09:13:00,00:01:03,Student/Looking/None,No,0-40000,Tech,Python,7,5,8,0,0,0,"Neither easy nor difficult","Good Culture",Female,23,India,Bachelors,"Asian or Asian American",40000,0,20000
62a34389cec54911e9ca5a22,anonymous,2022-06-10,09:13:00,00:01:01,"Data Engineer",No,0-40000,Tech,R,2,3,2,5,5,7,"Neither easy nor difficult","Remote Work",Male,21,Spain,Bachelors,"Hispanic or Latino",40000,0,20000
62a343a22e54c9003e532a2a,anonymous,2022-06-10,09:14:00,00:02:43,"Data Analyst",No,0-40000,Energy,Python,4,4,4,4,5,6,"Neither easy nor difficult","Remote Work",Male,29,France,Masters,Human,40000,0,20000
62a343d9f3072dd892622fe4,anonymous,2022-06-10,09:15:00,00:03:15,"Data Analyst",Yes,41000-65000,Tech,Python,5,6,7,7,7,6,Difficult,"Better Salary",Male,25,"United States",Bachelors,"Asian or Asian American",65000,41000,53000
62a34400d8c00e9f5419dc2b,anonymous,2022-06-10,09:15:00,00:01:24,"Data Analyst",No,41000-65000,Tech,Python,6,6,6,6,3,5,Difficult,"Good Culture",Male,27,Germany,Bachelors,Black,65000,41000,53000
62a34425f8d5efcc22f7d525,anonymous,2022-06-10,09:16:00,00:01:28,"Data Analyst",Yes,41000-65000,Tech,Python,3,9,10,8,9,9,Easy,"Better Salary",Male,23,India,Masters,"Asian or Asian American",65000,41000,53000
62a34449575fa3a5ae88b637,anonymous,2022-06-10,09:16:00,00:02:36,"Sr. Supply Chain Analyst",No,86000-105000,"Food & Beverage",R,4,3,3,5,5,5,Difficult,"Better Salary",Male,32,"United States",Bachelors,"Asian or Asian American",105000,86000,95500
62a3445dcf255543173011e1,anonymous,2022-06-10,09:17:00,00:02:41,Student/Looking/None,Yes,106000-125000,Healthcare,Python,5,5,7,5,7,7,"Neither easy nor difficult","Remote Work",Male,22,India,Masters,"Asian or Asian American",125000,106000,115500
62a3447a575fa3a5ae88b6c0,anonymous,2022-06-10,09:17:00,00:04:14,"Data Analyst",No,0-40000,Tech,Python,2,9,9,8,6,2,Easy,"Better Salary",Male,25,Thailand,Bachelors,"Asian or Asian American",40000,0,20000
62a3449f7dc029e2d66bf5d1,anonymous,2022-06-10,09:18:00,00:01:15,"Data Analyst",Yes,0-40000,Telecommunication,Python,2,8,6,6,5,5,"Neither easy nor difficult","Remote Work",Female,36,Germany,Bachelors,"White or Caucasian",40000,0,20000
62a344c5f408bae018ed4806,anonymous,2022-06-10,09:19:00,00:02:21,"Data Analyst",Yes,106000-125000,Tech,SQL,10,6,9,5,8,7,Easy,"Good Work/Life Balance",Female,27,"United States",Masters,"White or Caucasian",125000,106000,115500
62a344c6f8d5efcc22f7d6e1,anonymous,2022-06-10,09:19:00,00:02:17,"Business analyst",Yes,0-40000,Tech,Python,5,5,5,5,5,1,"Neither easy nor difficult","Other (Please Specify):My passion is to become a Data analyst",Male,23,India,Bachelors,"Asian or Asian American",40000,0,20000
62a344e1f3072dd892623328,anonymous,2022-06-10,09:19:00,00:01:32,Student/Looking/None,Yes,0-40000,Tech,SQL,2,3,3,3,3,6,"Very Difficult","Better Salary",Male,26,Netherlands,Bachelors,Black,40000,0,20000
62a3450424a262602738357f,anonymous,2022-06-10,09:20:00,00:01:19,"Director of Data Analytics",No,86000-105000,Healthcare,Python,9,10,10,10,10,10,"Very Easy","Good Work/Life Balance",Female,33,"United States",Bachelors,"Hispanic or Latino",105000,86000,95500
62a3452818134ddc75ce9e1b,anonymous,2022-06-10,09:20:00,00:01:33,"Data Analyst",Yes,106000-125000,Automotive,Python,3,5,3,3,5,5,Easy,"Better Salary",Male,27,Turkey,PhD,"White or Caucasian",125000,106000,115500
62a345490a77c1a77f65cc5b,anonymous,2022-06-10,09:21:00,00:01:38,"Data Analyst",Yes,41000-65000,Education,R,3,6,5,4,3,4,"Neither easy nor difficult","Better Salary",Male,42,"United States",Masters,"White or Caucasian",65000,41000,53000
62a3455bbc6861bf3176d57a,anonymous,2022-06-10,09:21:00,00:02:36,"Data Analyst",Yes,0-40000,Tech,Python,6,7,8,7,7,8,Easy,"Good Work/Life Balance",Male,29,Spain,Associates,"White or Caucasian",40000,0,20000
62a3457bf8d5efcc22f7da17,anonymous,2022-06-10,09:22:00,00:01:08,"Data Analyst",No,125000-150000,Tech,Python,4,7,6,4,2,4,Easy,"Better Salary",Female,27,"United States",Masters,"Asian or Asian American",150000,125000,137500
62a345b2bae91e4b8b82fad6,anonymous,2022-06-10,09:22:00,00:01:41,Student/Looking/None,No,41000-65000,Healthcare,Python,0,10,10,10,4,2,"Neither easy nor difficult","Remote Work",Female,39,"United States",Masters,"Hispanic or Latino",65000,41000,53000
62a345c47dc029e2d66bf80a,anonymous,2022-06-10,09:23:00,00:01:36,"Data Analyst",Yes,41000-65000,Telecommunication,Python,6,6,7,5,6,7,Difficult,"Good Culture",Male,31,Denmark,Bachelors,"White or Caucasian",65000,41000,53000
62a345e25d257a28a30d8b43,anonymous,2022-06-10,09:23:00,00:03:09,"Data Analyst",Yes,66000-85000,Marketing,Python,7,7,5,9,7,8,Easy,"Good Work/Life Balance",Male,29,Brazil,Masters,"Hispanic or Latino",85000,66000,75500
62a34646f8d5efcc22f7dc5c,anonymous,2022-06-10,09:25:00,00:01:22,"Data Analyst",Yes,66000-85000,Education,R,7,7,7,7,4,7,Easy,"Remote Work",Male,31,"United States",Bachelors,"White or Caucasian",85000,66000,75500
62a34687f408bae018ed4c52,anonymous,2022-06-10,09:26:00,00:01:30,"Data Analyst",Yes,0-40000,Finance,Python,10,9,9,10,9,10,"Neither easy nor difficult","Good Culture",Male,30,Mexico,Masters,"Hispanic or Latino",40000,0,20000
62a346a37dc029e2d66bfa6d,anonymous,2022-06-10,09:26:00,00:03:05,"Data Engineer",Yes,0-40000,Tech,Python,7,8,6,5,5,9,Difficult,"Better Salary",Male,33,Mexico,Masters,"Hispanic or Latino",40000,0,20000
62a346a95d257a28a30d8cb9,anonymous,2022-06-10,09:27:00,00:00:58,"Data Analyst",No,66000-85000,Retail,Python,7,8,9,7,7,7,"Neither easy nor difficult","Better Salary",Male,25,"United States",Masters,"White or Caucasian",85000,66000,75500
62a346b4bc6861bf3176d7ce,anonymous,2022-06-10,09:27:00,00:01:09,Student/Looking/None,No,0-40000,Tech,R,0,0,0,0,0,0,"Neither easy nor difficult","Good Work/Life Balance",Male,23,India,Bachelors,Indian,40000,0,20000
62a346cef8f756164585385b,anonymous,2022-06-10,09:27:00,00:01:51,"Data Analyst",Yes,41000-65000,Advertising,"Dont require",4,4,3,3,5,6,"Very Difficult","Better Salary",Male,33,"United States",Bachelors,"Asian or Asian American",65000,41000,53000
62a346d724a2626027383abd,anonymous,2022-06-10,09:27:00,00:02:29,"Business Analyst",Yes,66000-85000,Logistics,Python,7,9,9,8,8,9,"Neither easy nor difficult","Good Work/Life Balance",Male,35,Chile,Bachelors,"Hispanic or Latino",85000,66000,75500
62a34726f8d5efcc22f7dec7,anonymous,2022-06-10,09:29:00,00:01:14,"Data Analyst",No,66000-85000,Tech,Python,3,4,2,1,0,4,"Neither easy nor difficult","Better Salary",Male,25,"United States",Bachelors,"White or Caucasian",85000,66000,75500
62a3476c5d257a28a30d8e6d,anonymous,2022-06-10,09:30:00,00:03:00,"Data Analyst",No,86000-105000,Automotive,Python,5,4,5,4,3,6,"Neither easy nor difficult","Other (Please Specify):Different job title, either product owner or consulting",Male,23,"United States",Masters,"White or Caucasian",105000,86000,95500
62a347b4f8f7561645853a98,anonymous,2022-06-10,09:31:00,00:02:02,"Learning Management Specialist",No,41000-65000,Healthcare,JavaScript,2,4,6,5,3,4,Easy,"Better Salary",Female,51,"United States",Bachelors,Black,65000,41000,53000
62a347f6b4da29969c62fb79,anonymous,2022-06-10,09:32:00,00:01:45,"Data Analyst",No,0-40000,Telecommunication,Other,1,4,4,3,2,6,"Very Difficult","Better Salary",Male,30,"United Kingdom",Bachelors,Black,40000,0,20000
62a3483018134ddc75cea4e6,anonymous,2022-06-10,09:33:00,00:01:41,"Data Analyst",Yes,41000-65000,Finance,Python,8,9,9,9,9,8,"Very Difficult","Better Salary",Male,23,India,Bachelors,"Asian or Asian American",65000,41000,53000
62a348650f8c8599d5af2b77,anonymous,2022-06-10,09:34:00,00:01:06,"Research Analyst",Yes,41000-65000,Advertising,R,3,5,5,6,3,4,"Neither easy nor difficult","Better Salary",Male,24,Canada,Bachelors,"Asian or Asian American",65000,41000,53000
62a3489318134ddc75cea659,anonymous,2022-06-10,09:35:00,00:01:06,Student/Looking/None,Yes,41000-65000,Tech,Python,6,6,6,6,6,6,Easy,"Good Culture",Male,25,Australia,Bachelors,"Asian or Asian American",65000,41000,53000
62a348bf2e54c9003e533634,anonymous,2022-06-10,09:35:00,00:02:22,"Data Analyst",Yes,41000-65000,Finance,Python,4,4,6,4,5,6,Difficult,"Better Salary",Female,55,"United States",Bachelors,"Race isn't a thing",65000,41000,53000
62a348c2f3072dd892623c10,anonymous,2022-06-10,09:36:00,00:01:56,"Data Analyst",No,86000-105000,Biotech,R,8,10,8,7,8,10,"Very Easy","Remote Work",Female,30,"United States",Masters,"White or Caucasian",105000,86000,95500
62a348f2f8d5efcc22f7e2ba,anonymous,2022-06-10,09:36:00,00:01:10,"Data Analyst",Yes,41000-65000,Consulting,Python,9,9,9,9,7,4,Difficult,"Better Salary",Male,25,Canada,Masters,"Asian or Asian American",65000,41000,53000
62a349160a77c1a77f65d4db,anonymous,2022-06-10,09:37:00,00:00:28,"Data Analyst",Yes,66000-85000,"Consumer Elec",Python,6,9,7,6,7,7,"Neither easy nor difficult","Better Salary",Male,28,"United States",Masters,"White or Caucasian",85000,66000,75500
62a3493fb4da29969c62fe63,anonymous,2022-06-10,09:38:00,00:02:22,"Insights analyst",Yes,41000-65000,Consulting,Python,8,8,9,9,10,10,"Very Easy","Better Salary",Male,34,"United Kingdom",Bachelors,"White or Caucasian",65000,41000,53000
62a3496e575fa3a5ae88c4e6,anonymous,2022-06-10,09:38:00,00:03:18,"Data Analyst",Yes,0-40000,Tech,Python,8,10,9,9,10,8,"Neither easy nor difficult","Better Salary",Female,28,"Costa Rica",Masters,"Hispanic or Latino",40000,0,20000
62a3498e575fa3a5ae88c554,anonymous,2022-06-10,09:39:00,00:01:55,Student/Looking/None,No,0-40000,"Semiconductor manufacturing",Other,7,9,7,8,8,10,"Neither easy nor difficult","Better Salary",Male,24,Vietnam,Bachelors,"Asian or Asian American",40000,0,20000
62a34991b4da29969c62ff4b,anonymous,2022-06-10,09:39:00,00:01:15,Student/Looking/None,Yes,0-40000,Healthcare,Python,3,7,7,7,1,2,Difficult,"Better Salary",Male,31,"United States",Bachelors,Black,40000,0,20000
62a349bbf8f756164585400d,anonymous,2022-06-10,09:40:00,00:02:07,"Data Analyst",Yes,41000-65000,"Supply Chain - warehousing, transpiration and",SQL,3,6,6,6,4,4,Easy,"Better Salary",Male,25,Canada,Bachelors,"Asian or Asian American",65000,41000,53000
62a349c7cec54911e9ca67c7,anonymous,2022-06-10,09:40:00,00:01:05,"Data Analyst",Yes,106000-125000,Finance,Python,5,1,4,3,3,4,Easy,"Better Salary",Female,38,"United States",Masters,"White or Caucasian",125000,106000,115500
62a349d5d8c00e9f5419ead2,anonymous,2022-06-10,09:40:00,00:01:32,"Data Analyst",No,41000-65000,Finance,Python,5,5,5,5,4,5,"Neither easy nor difficult","Good Culture",Male,30,Netherlands,Bachelors,"Hispanic or Latino",65000,41000,53000
62a349e6b4da29969c63000c,anonymous,2022-06-10,09:40:00,00:01:32,"Data Analyst",Yes,0-40000,Tech,C/C++,0,0,0,2,2,5,"Neither easy nor difficult","Good Work/Life Balance",Male,25,India,Bachelors,"Asian or Asian American",40000,0,20000
62a34a03cec54911e9ca6869,anonymous,2022-06-10,09:41:00,00:01:08,"Data Analyst",Yes,0-40000,Tech,Python,1,2,1,5,6,6,"Neither easy nor difficult","Better Salary",Female,29,Nigeria,Bachelors,Black,40000,0,20000
62a34ab15d257a28a30d9589,anonymous,2022-06-10,09:44:00,00:04:27,"Data Scientist",Yes,150000-225000,Finance,Python,7,5,3,6,4,4,Difficult,"Good Work/Life Balance",Male,21,Portugal,Bachelors,"White or Caucasian",225000,150000,187500
